Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
19,40.0,3,0,0,0.2727,124968.01,124968.01
19,40.0,3,1,0,0.2727,124936.01,124936.01
19,40.0,3,2,0,0.2727,124904.02,124904.02
19,40.0,4,3,0,0.2727,124872.02,124872.02
19,40.0,4,4,0,0.2727,124840.03,124840.03
19,40.0,3,5,0,0.2727,124808.03,124808.03
19,40.0,3,6,0,0.2727,124776.04,124776.04
19,40.0,3,7,0,0.2727,124744.04,124744.04
19,40.0,4,8,0,0.2727,124712.05,124712.05
19,40.0,3,9,0,0.2727,124680.05,124680.05
19,43.5,4,10,0,0.25,124471.63,122179.0
19,43.5,4,11,0,0.25,124439.64,122147.01
19,43.5,4,12,0,0.25,124407.64,122115.01
19,43.5,4,13,0,0.25,124375.65,122083.02
19,43.5,4,14,0,0.25,124343.65,122051.03
19,43.5,4,15,0,0.25,124311.66,122019.03
19,43.5,4,16,0,0.25,124279.67,121987.04
19,43.5,4,17,0,0.25,124247.67,121955.04
19,43.5,4,18,0,0.25,124215.68,121923.05
19,43.5,4,19,0,0.25,124183.68,121891.05
19,39.0,4,20,0,0.2475,123975.26,121891.05
19,39.0,4,21,0,0.2475,123943.27,121859.06
19,39.0,5,22,0,0.2475,123911.27,121827.06
19,39.0,4,23,0,0.2475,123879.28,121795.07
19,39.0,5,24,0,0.2475,123847.28,121763.07
19,39.0,4,25,0,0.2475,123815.29,121731.08
19,39.0,4,26,0,0.2475,123783.29,121699.09
19,39.0,4,27,0,0.2475,123751.3,121667.09
19,39.0,4,28,0,0.2475,123719.3,121635.1
19,39.0,4,29,0,0.2475,123687.31,121603.1
19,42.5,4,30,0,0.2475,123684.64,121571.11
