Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
21,50.0,5,0,0,0.2361,124968.01,124968.01
21,50.0,5,1,0,0.2361,124936.01,124936.01
21,50.0,5,2,0,0.2361,124904.02,124904.02
21,50.0,5,3,0,0.2361,124872.02,124872.02
21,50.0,5,4,0,0.2361,124840.03,124840.03
21,50.0,5,5,0,0.2361,124808.03,124808.03
21,50.0,6,6,0,0.2361,124776.04,124776.04
21,50.0,5,7,0,0.2361,124744.04,124744.04
21,50.0,5,8,0,0.2361,124712.05,124712.05
21,50.0,5,9,0,0.2361,124680.05,124680.05
21,50.0,5,10,0,0.2361,124471.63,122179.0
21,50.0,5,11,0,0.2361,124439.64,122147.01
21,50.0,5,12,0,0.2361,124407.64,122115.01
21,50.0,5,13,0,0.2361,124375.65,122083.02
21,50.0,5,14,0,0.2361,124343.65,122051.03
21,50.0,5,15,0,0.2361,124311.66,122019.03
21,50.0,5,16,0,0.2361,124279.67,121987.04
21,50.0,5,17,0,0.2361,124247.67,121955.04
21,50.0,5,18,0,0.2361,124215.68,121923.05
21,50.0,5,19,0,0.2361,124183.68,121891.05
21,52.0,5,20,0,0.1894,123975.26,121891.05
21,52.0,5,21,0,0.1894,123943.27,121859.06
21,52.0,5,22,0,0.1894,123911.27,121827.06
21,52.0,6,23,0,0.1894,123879.28,121795.07
21,52.0,5,24,0,0.1894,123847.28,121763.07
21,52.0,5,25,0,0.1894,123815.29,121731.08
21,52.0,5,26,0,0.1894,123783.29,121699.09
21,52.0,5,27,0,0.1894,123751.3,121667.09
21,52.0,5,28,0,0.1894,123719.3,121635.1
21,52.0,5,29,0,0.1894,123687.31,121603.1
21,56.00000000000001,4,30,0,0.2184,123478.89,121603.1
