Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
17,48.0,6,0,0,0.1136,124968.01,124968.01
17,48.0,6,1,0,0.1136,124936.01,124936.01
17,48.0,7,2,0,0.1136,124904.02,124904.02
17,48.0,6,3,0,0.1136,124872.02,124872.02
17,48.0,6,4,0,0.1136,124840.03,124840.03
17,48.0,6,5,0,0.1136,124808.03,124808.03
17,48.0,6,6,0,0.1136,124776.04,124776.04
17,48.0,6,7,0,0.1136,124744.04,124744.04
17,48.0,6,8,0,0.1136,124712.05,124712.05
17,48.0,6,9,0,0.1136,124680.05,124680.05
17,49.5,7,10,0,0.0909,124471.63,122179.0
17,49.5,7,11,0,0.0909,124439.64,122147.01
17,49.5,7,12,0,0.0909,124407.64,122115.01
17,49.5,7,13,0,0.0909,124375.65,122083.02
17,49.5,8,14,0,0.0909,124343.65,122051.03
17,49.5,7,15,0,0.0909,124311.66,122019.03
17,49.5,7,16,0,0.0909,124279.67,121987.04
17,49.5,7,17,0,0.0909,124247.67,121955.04
17,49.5,8,18,0,0.0909,124215.68,121923.05
17,49.5,7,19,0,0.0909,124183.68,121891.05
17,45.5,7,20,0,0.0909,124113.8,121891.05
17,45.5,7,21,0,0.0909,124081.81,121859.06
17,45.5,7,22,0,0.0909,124049.81,121827.06
17,45.5,7,23,0,0.0909,124017.82,121795.07
17,45.5,8,24,0,0.0909,123985.82,121763.07
17,45.5,7,25,0,0.0909,123953.83,121731.08
17,45.5,7,26,0,0.0909,123921.83,121699.09
17,45.5,7,27,0,0.0909,123889.84,121667.09
17,45.5,7,28,0,0.0909,123857.85,121635.1
17,45.5,7,29,0,0.0909,123825.85,121603.1
17,35.5,7,30,0,0.0909,123617.43,121603.1
