Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
30,27.500000000000004,4,11,0,0.2965,124645.39,124616.06
30,27.500000000000004,4,12,0,0.2965,124613.4,124584.07
30,27.500000000000004,4,13,0,0.2965,124581.4,124552.08
30,27.500000000000004,4,14,0,0.2965,124549.41,124520.08
30,27.500000000000004,4,15,0,0.2965,124517.41,124488.09
30,27.500000000000004,4,16,0,0.2965,124485.42,124456.09
30,27.500000000000004,4,17,0,0.2965,124453.43,124424.1
30,27.500000000000004,4,18,0,0.2965,124421.43,124392.1
30,27.500000000000004,4,19,0,0.2965,124389.44,124360.11
30,29.5,4,20,0,0.2932,124181.02,121891.05
30,29.5,4,21,0,0.2932,124149.02,121859.06
30,29.5,5,22,0,0.2932,124117.03,121827.06
30,29.5,5,23,0,0.2932,124085.03,121795.07
30,29.5,4,24,0,0.2932,124053.04,121763.07
30,29.5,5,25,0,0.2932,124021.04,121731.08
30,29.5,4,26,0,0.2932,123989.05,121699.09
30,29.5,4,27,0,0.2932,123957.05,121667.09
30,29.5,4,28,0,0.2932,123925.06,121635.1
30,29.5,4,29,0,0.2932,123893.06,121603.1
30,29.5,5,30,0,0.2932,123890.4,121603.1
31,19.5,3,0,0,0.2551,124968.01,124968.01
31,19.5,4,1,0,0.2551,124936.01,124936.01
31,19.5,3,2,0,0.2551,124904.02,124904.02
31,19.5,3,3,0,0.2551,124872.02,124872.02
31,19.5,5,4,0,0.2551,124840.03,124840.03
31,19.5,3,5,0,0.2551,124808.03,124808.03
31,19.5,3,6,0,0.2551,124776.04,124776.04
31,19.5,4,7,0,0.2551,124744.04,124744.04
31,19.5,3,8,0,0.2551,124712.05,124712.05
31,19.5,3,9,0,0.2551,124680.05,124680.05
31,19.5,3,10,0,0.2525,124471.63,122179.0
31,19.5,3,11,0,0.2525,124439.64,122147.01
31,19.5,4,12,0,0.2525,124407.64,122115.01
31,19.5,4,13,0,0.2525,124375.65,122083.02
31,19.5,3,14,0,0.2525,124343.65,122051.03
31,19.5,3,15,0,0.2525,124311.66,122019.03
31,19.5,3,16,0,0.2525,124279.67,121987.04
31,19.5,3,17,0,0.2525,124247.67,121955.04
31,19.5,3,18,0,0.2525,124215.68,121923.05
31,19.5,3,19,0,0.2525,124183.68,121891.05
31,17.5,3,20,0,0.2525,124113.8,121891.05
31,17.5,3,21,0,0.2525,124081.81,121859.06
31,17.5,3,22,0,0.2525,124049.81,121827.06
31,17.5,3,23,0,0.2525,124017.82,121795.07
31,17.5,3,24,0,0.2525,123985.82,121763.07
31,17.5,3,25,0,0.2525,123953.83,121731.08
31,17.5,3,26,0,0.2525,123921.83,121699.09
31,17.5,3,27,0,0.2525,123889.84,121667.09
31,17.5,3,28,0,0.2525,123857.85,121635.1
31,17.5,3,29,0,0.2525,123825.85,121603.1
31,24.5,5,30,0,0.2247,123617.43,121603.1
32,26.0,3,0,0,0.3197,124968.01,124968.01
32,26.0,4,1,0,0.3197,124936.01,124936.01
32,26.0,4,2,0,0.3197,124904.02,124904.02
32,26.0,3,3,0,0.3197,124872.02,124872.02
32,26.0,3,4,0,0.3197,124840.03,124840.03
32,26.0,3,5,0,0.3197,124808.03,124808.03
32,26.0,3,6,0,0.3197,124776.04,124776.04
32,26.0,3,7,0,0.3197,124744.04,124744.04
32,26.0,3,8,0,0.3197,124712.05,124712.05
32,26.0,3,9,0,0.3197,124680.05,124680.05
32,20.5,3,10,0,0.3197,124471.63,122179.0
32,20.5,4,11,0,0.3197,124439.64,122147.01
32,20.5,3,12,0,0.3197,124407.64,122115.01
32,20.5,3,13,0,0.3197,124375.65,122083.02
32,20.5,3,14,0,0.3197,124343.65,122051.03
32,20.5,3,15,0,0.3197,124311.66,122019.03
32,20.5,4,16,0,0.3197,124279.67,121987.04
32,20.5,3,17,0,0.3197,124247.67,121955.04
32,20.5,3,18,0,0.3197,124215.68,121923.05
32,20.5,3,19,0,0.3197,124183.68,121891.05
32,12.5,4,20,0,0.2576,123975.26,121891.05
32,12.5,5,21,0,0.2576,123943.27,121859.06
32,12.5,4,22,0,0.2576,123911.27,121827.06
32,12.5,4,23,0,0.2576,123879.28,121795.07
32,12.5,4,24,0,0.2576,123847.28,121763.07
32,12.5,5,25,0,0.2576,123815.29,121731.08
32,12.5,4,26,0,0.2576,123783.29,121699.09
32,12.5,4,27,0,0.2576,123751.3,121667.09
32,12.5,4,28,0,0.2576,123719.3,121635.1
32,12.5,5,29,0,0.2576,123687.31,121603.1
32,12.5,5,30,0,0.2576,123684.64,121603.1
33,42.0,6,0,0,0.1919,124968.01,124968.01
33,42.0,5,1,0,0.1919,124936.01,124936.01
33,42.0,5,2,0,0.1919,124904.02,124904.02
33,42.0,6,3,0,0.1919,124872.02,124872.02
33,42.0,6,4,0,0.1919,124840.03,124840.03
33,42.0,6,5,0,0.1919,124808.03,124808.03
33,42.0,6,6,0,0.1919,124776.04,124776.04
33,42.0,5,7,0,0.1919,124744.04,124744.04
33,42.0,5,8,0,0.1919,124712.05,124712.05
33,42.0,6,9,0,0.1919,124680.05,124680.05
33,41.5,6,10,0,0.1919,124471.63,122179.0
33,41.5,5,11,0,0.1919,124439.64,122147.01
33,41.5,6,12,0,0.1919,124407.64,122115.01
33,41.5,5,13,0,0.1919,124375.65,122083.02
33,41.5,6,14,0,0.1919,124343.65,122051.03
33,41.5,5,15,0,0.1919,124311.66,122019.03
33,41.5,5,16,0,0.1919,124279.67,121987.04
33,41.5,6,17,0,0.1919,124247.67,121955.04
33,41.5,5,18,0,0.1919,124215.68,121923.05
33,41.5,5,19,0,0.1919,124183.68,121891.05
33,40.0,5,20,0,0.1919,124181.02,121859.06
33,40.0,5,21,0,0.1919,124149.02,121827.06
33,40.0,5,22,0,0.1919,124117.03,121795.07
33,40.0,5,23,0,0.1919,124085.03,121763.07
33,40.0,5,24,0,0.1919,124053.04,121731.08
33,40.0,5,25,0,0.1919,124021.04,121699.09
33,40.0,5,26,0,0.1919,123989.05,121667.09
33,40.0,5,27,0,0.1919,123957.05,121635.1
33,40.0,5,28,0,0.1919,123925.06,121603.1
33,40.0,5,29,0,0.1919,123893.06,121571.11
33,42.0,7,30,0,0.1061,123684.64,121571.11
34,55.00000000000001,2,0,0,0.4231,124968.01,124968.01
34,55.00000000000001,2,1,0,0.4231,124936.01,124936.01
34,55.00000000000001,2,2,0,0.4231,124904.02,124904.02
34,55.00000000000001,2,3,0,0.4231,124872.02,124872.02
34,55.00000000000001,2,4,0,0.4231,124840.03,124840.03
34,55.00000000000001,2,5,0,0.4231,124808.03,124808.03
34,55.00000000000001,2,6,0,0.4231,124776.04,124776.04
34,55.00000000000001,2,7,0,0.4231,124744.04,124744.04
34,55.00000000000001,2,8,0,0.4231,124712.05,124712.05
34,55.00000000000001,2,9,0,0.4231,124680.05,124680.05
34,51.5,3,10,0,0.4231,124610.17,123841.5
34,51.5,2,11,0,0.4231,124578.18,123809.51
34,51.5,3,12,0,0.4231,124546.19,123777.51
34,51.5,2,13,0,0.4231,124514.19,123745.52
34,51.5,2,14,0,0.4231,124482.2,123713.52
34,51.5,2,15,0,0.4231,124450.2,123681.53
34,51.5,2,16,0,0.4231,124418.21,123649.53
34,51.5,2,17,0,0.4231,124386.21,123617.54
34,51.5,2,18,0,0.4231,124354.22,123585.54
34,51.5,2,19,0,0.4231,124322.22,123553.55
34,51.5,2,20,0,0.4231,124319.56,123553.55
34,51.5,3,21,0,0.4231,124287.56,123521.55
34,51.5,3,22,0,0.4231,124255.57,123489.56
34,51.5,3,23,0,0.4231,124223.57,123457.57
34,51.5,2,24,0,0.4231,124191.58,123425.57
34,51.5,2,25,0,0.4231,124159.58,123393.58
34,51.5,2,26,0,0.4231,124127.59,123361.58
34,51.5,2,27,0,0.4231,124095.59,123329.59
34,51.5,2,28,0,0.4231,124063.6,123297.59
34,51.5,2,29,0,0.4231,124031.61,123265.6
34,51.5,2,30,0,0.4231,124028.94,123233.6
35,28.000000000000004,5,0,0,0.2172,124968.01,124968.01
35,28.000000000000004,5,1,0,0.2172,124936.01,124936.01
35,28.000000000000004,5,2,0,0.2172,124904.02,124904.02
35,28.000000000000004,5,3,0,0.2172,124872.02,124872.02
35,28.000000000000004,5,4,0,0.2172,124840.03,124840.03
35,28.000000000000004,5,5,0,0.2172,124808.03,124808.03
35,28.000000000000004,6,6,0,0.2172,124776.04,124776.04
35,28.000000000000004,5,7,0,0.2172,124744.04,124744.04
35,28.000000000000004,5,8,0,0.2172,124712.05,124712.05
35,28.000000000000004,5,9,0,0.2172,124680.05,124680.05
35,28.000000000000004,5,10,0,0.2172,124677.39,124648.06
35,28.000000000000004,5,11,0,0.2172,124645.39,124616.06
35,28.000000000000004,5,12,0,0.2172,124613.4,124584.07
35,28.000000000000004,5,13,0,0.2172,124581.4,124552.08
35,28.000000000000004,5,14,0,0.2172,124549.41,124520.08
35,28.000000000000004,5,15,0,0.2172,124517.41,124488.09
35,28.000000000000004,5,16,0,0.2172,124485.42,124456.09
35,28.000000000000004,6,17,0,0.2172,124453.43,124424.1
35,28.000000000000004,6,18,0,0.2172,124421.43,124392.1
35,28.000000000000004,5,19,0,0.2172,124389.44,124360.11
35,25.0,5,20,0,0.2172,124319.56,123553.55
35,25.0,6,21,0,0.2172,124287.56,123521.55
35,25.0,5,22,0,0.2172,124255.57,123489.56
35,25.0,5,23,0,0.2172,124223.57,123457.57
35,25.0,5,24,0,0.2172,124191.58,123425.57
35,25.0,5,25,0,0.2172,124159.58,123393.58
35,25.0,5,26,0,0.2172,124127.59,123361.58
35,25.0,5,27,0,0.2172,124095.59,123329.59
35,25.0,5,28,0,0.2172,124063.6,123297.59
35,25.0,5,29,0,0.2172,124031.61,123265.6
35,21.5,4,30,0,0.2323,123823.18,121603.1
36,48.0,4,0,0,0.2803,124968.01,124968.01
36,48.0,4,1,0,0.2803,124936.01,124936.01
36,48.0,3,2,0,0.2803,124904.02,124904.02
36,48.0,4,3,0,0.2803,124872.02,124872.02
36,48.0,3,4,0,0.2803,124840.03,124840.03
36,48.0,3,5,0,0.2803,124808.03,124808.03
36,48.0,3,6,0,0.2803,124776.04,124776.04
36,48.0,3,7,0,0.2803,124744.04,124744.04
36,48.0,3,8,0,0.2803,124712.05,124712.05
36,48.0,3,9,0,0.2803,124680.05,124680.05
36,45.5,3,10,0,0.2702,124471.63,122179.0
36,45.5,3,11,0,0.2702,124439.64,122147.01
36,45.5,3,12,0,0.2702,124407.64,122115.01
36,45.5,3,13,0,0.2702,124375.65,122083.02
36,45.5,3,14,0,0.2702,124343.65,122051.03
36,45.5,4,15,0,0.2702,124311.66,122019.03
36,45.5,3,16,0,0.2702,124279.67,121987.04
36,45.5,3,17,0,0.2702,124247.67,121955.04
36,45.5,3,18,0,0.2702,124215.68,121923.05
36,45.5,3,19,0,0.2702,124183.68,121891.05
36,45.5,3,20,0,0.2702,124181.02,121891.05
36,45.5,3,21,0,0.2702,124149.02,121859.06
36,45.5,3,22,0,0.2702,124117.03,121827.06
36,45.5,3,23,0,0.2702,124085.03,121795.07
36,45.5,4,24,0,0.2702,124053.04,121763.07
36,45.5,3,25,0,0.2702,124021.04,121731.08
36,45.5,3,26,0,0.2702,123989.05,121699.09
36,45.5,3,27,0,0.2702,123957.05,121667.09
36,45.5,3,28,0,0.2702,123925.06,121635.1
36,45.5,3,29,0,0.2702,123893.06,121603.1
36,45.5,3,30,0,0.2702,123890.4,121603.1
37,61.0,5,0,0,0.2008,124968.01,124968.01
37,61.0,5,1,0,0.2008,124936.01,124936.01
37,61.0,4,2,0,0.2008,124904.02,124904.02
37,61.0,4,3,0,0.2008,124872.02,124872.02
37,61.0,4,4,0,0.2008,124840.03,124840.03
37,61.0,5,5,0,0.2008,124808.03,124808.03
37,61.0,4,6,0,0.2008,124776.04,124776.04
37,61.0,4,7,0,0.2008,124744.04,124744.04
37,61.0,4,8,0,0.2008,124712.05,124712.05
37,61.0,4,9,0,0.2008,124680.05,124680.05
37,60.0,4,10,0,0.2008,124610.17,123841.5
37,60.0,4,11,0,0.2008,124578.18,123809.51
37,60.0,4,12,0,0.2008,124546.19,123777.51
37,60.0,4,13,0,0.2008,124514.19,123745.52
37,60.0,4,14,0,0.2008,124482.2,123713.52
37,60.0,5,15,0,0.2008,124450.2,123681.53
37,60.0,4,16,0,0.2008,124418.21,123649.53
37,60.0,4,17,0,0.2008,124386.21,123617.54
37,60.0,4,18,0,0.2008,124354.22,123585.54
37,60.0,5,19,0,0.2008,124322.22,123553.55
37,63.5,5,20,0,0.2008,124252.34,123553.55
37,63.5,5,21,0,0.2008,124220.35,123521.55
37,63.5,5,22,0,0.2008,124188.35,123489.56
37,63.5,5,23,0,0.2008,124156.36,123457.57
37,63.5,4,24,0,0.2008,124124.37,123425.57
37,63.5,4,25,0,0.2008,124092.37,123393.58
37,63.5,5,26,0,0.2008,124060.38,123361.58
37,63.5,4,27,0,0.2008,124028.38,123329.59
37,63.5,4,28,0,0.2008,123996.39,123297.59
37,63.5,5,29,0,0.2008,123964.39,123265.6
37,62.0,4,30,0,0.2008,123961.73,123233.6
38,31.5,4,0,0,0.1806,124968.01,124968.01
38,31.5,5,1,0,0.1806,124936.01,124936.01
38,31.5,4,2,0,0.1806,124904.02,124904.02
38,31.5,4,3,0,0.1806,124872.02,124872.02
38,31.5,4,4,0,0.1806,124840.03,124840.03
38,31.5,5,5,0,0.1806,124808.03,124808.03
38,31.5,4,6,0,0.1806,124776.04,124776.04
38,31.5,4,7,0,0.1806,124744.04,124744.04
38,31.5,5,8,0,0.1806,124712.05,124712.05
38,31.5,4,9,0,0.1806,124680.05,124680.05
38,34.0,4,10,0,0.1806,124584.08,123528.31
38,34.0,4,11,0,0.1806,124552.08,123496.31
38,34.0,5,12,0,0.1806,124520.09,123464.32
38,34.0,4,13,0,0.1806,124488.09,123432.32
38,34.0,5,14,0,0.1806,124456.1,123400.33
38,34.0,4,15,0,0.1806,124424.1,123368.34
38,34.0,5,16,0,0.1806,124392.11,123336.34
38,34.0,4,17,0,0.1806,124360.11,123304.35
38,34.0,4,18,0,0.1806,124328.12,123272.35
38,34.0,4,19,0,0.1806,124296.12,123240.36
38,28.999999999999996,4,20,0,0.1806,124226.24,123240.36
38,28.999999999999996,4,21,0,0.1806,124194.25,123208.36
38,28.999999999999996,4,22,0,0.1806,124162.26,123176.37
38,28.999999999999996,4,23,0,0.1806,124130.26,123144.37
38,28.999999999999996,4,24,0,0.1806,124098.27,123112.38
38,28.999999999999996,5,25,0,0.1806,124066.27,123080.38
38,28.999999999999996,5,26,0,0.1806,124034.28,123048.39
38,28.999999999999996,4,27,0,0.1806,124002.28,123016.39
38,28.999999999999996,5,28,0,0.1806,123970.29,122984.4
38,28.999999999999996,4,29,0,0.1806,123938.29,122952.41
38,28.999999999999996,4,30,0,0.1806,123935.63,122952.41
39,27.500000000000004,5,0,0,0.1742,124968.01,124968.01
39,27.500000000000004,5,1,0,0.1742,124936.01,124936.01
39,27.500000000000004,6,2,0,0.1742,124904.02,124904.02
39,27.500000000000004,5,3,0,0.1742,124872.02,124872.02
39,27.500000000000004,5,4,0,0.1742,124840.03,124840.03
39,27.500000000000004,5,5,0,0.1742,124808.03,124808.03
39,27.500000000000004,5,6,0,0.1742,124776.04,124776.04
39,27.500000000000004,6,7,0,0.1742,124744.04,124744.04
39,27.500000000000004,5,8,0,0.1742,124712.05,124712.05
39,27.500000000000004,5,9,0,0.1742,124680.05,124680.05
39,27.500000000000004,5,10,0,0.1742,124677.39,124648.06
39,27.500000000000004,5,11,0,0.1742,124645.39,124616.06
39,27.500000000000004,6,12,0,0.1742,124613.4,124584.07
39,27.500000000000004,5,13,0,0.1742,124581.4,124552.08
39,27.500000000000004,5,14,0,0.1742,124549.41,124520.08
39,27.500000000000004,5,15,0,0.1742,124517.41,124488.09
39,27.500000000000004,5,16,0,0.1742,124485.42,124456.09
39,27.500000000000004,6,17,0,0.1742,124453.43,124424.1
39,27.500000000000004,5,18,0,0.1742,124421.43,124392.1
39,27.500000000000004,5,19,0,0.1742,124389.44,124360.11
39,27.500000000000004,5,20,0,0.1742,124386.77,124360.11
39,27.500000000000004,5,21,0,0.1742,124354.78,124328.11
39,27.500000000000004,5,22,0,0.1742,124322.78,124296.12
39,27.500000000000004,5,23,0,0.1742,124290.79,124264.12
39,27.500000000000004,5,24,0,0.1742,124258.79,124232.13
39,27.500000000000004,6,25,0,0.1742,124226.8,124200.14
39,27.500000000000004,6,26,0,0.1742,124194.8,124168.14
39,27.500000000000004,5,27,0,0.1742,124162.81,124136.15
39,27.500000000000004,6,28,0,0.1742,124130.81,124104.15
39,27.500000000000004,6,29,0,0.1742,124098.82,124072.16
39,26.5,5,30,0,0.1742,123890.4,121571.11
40,40.0,5,0,0,0.1591,124968.01,124968.01
40,40.0,5,1,0,0.1591,124936.01,124936.01
40,40.0,5,2,0,0.1591,124904.02,124904.02
40,40.0,5,3,0,0.1591,124872.02,124872.02
40,40.0,5,4,0,0.1591,124840.03,124840.03
40,40.0,5,5,0,0.1591,124808.03,124808.03
40,40.0,5,6,0,0.1591,124776.04,124776.04
40,40.0,6,7,0,0.1591,124744.04,124744.04
40,40.0,5,8,0,0.1591,124712.05,124712.05
40,40.0,5,9,0,0.1591,124680.05,124680.05
40,41.5,6,10,0,0.1591,124583.93,123526.59
40,41.5,5,11,0,0.1591,124551.94,123494.59
40,41.5,5,12,0,0.1591,124519.94,123462.6
40,41.5,5,13,0,0.1591,124487.95,123430.6
40,41.5,6,14,0,0.1591,124455.95,123398.61
40,41.5,5,15,0,0.1591,124423.96,123366.62
40,41.5,5,16,0,0.1591,124391.96,123334.62
40,41.5,5,17,0,0.1591,124359.97,123302.63
40,41.5,5,18,0,0.1591,124327.98,123270.63
40,41.5,5,19,0,0.1591,124295.98,123238.64
40,41.5,5,20,0,0.1591,124293.31,123238.64
40,41.5,5,21,0,0.1591,124261.32,123206.64
40,41.5,5,22,0,0.1591,124229.33,123174.65
40,41.5,5,23,0,0.1591,124197.33,123142.65
40,41.5,5,24,0,0.1591,124165.34,123110.66
40,41.5,5,25,0,0.1591,124133.34,123078.66
40,41.5,5,26,0,0.1591,124101.35,123046.67
40,41.5,5,27,0,0.1591,124069.35,123014.68
40,41.5,5,28,0,0.1591,124037.36,122982.68
40,41.5,5,29,0,0.1591,124005.36,122950.69
40,41.5,5,30,0,0.1591,124002.7,122950.69
41,49.5,4,0,0,0.2955,124968.01,124968.01
41,49.5,4,1,0,0.2955,124936.01,124936.01
41,49.5,4,2,0,0.2955,124904.02,124904.02
41,49.5,4,3,0,0.2955,124872.02,124872.02
41,49.5,4,4,0,0.2955,124840.03,124840.03
41,49.5,4,5,0,0.2955,124808.03,124808.03
41,49.5,5,6,0,0.2955,124776.04,124776.04
41,49.5,4,7,0,0.2955,124744.04,124744.04
41,49.5,4,8,0,0.2955,124712.05,124712.05
41,49.5,4,9,0,0.2955,124680.05,124680.05
41,48.0,4,10,0,0.3157,124471.63,122179.0
41,48.0,4,11,0,0.3157,124439.64,122147.01
41,48.0,4,12,0,0.3157,124407.64,122115.01
41,48.0,4,13,0,0.3157,124375.65,122083.02
41,48.0,4,14,0,0.3157,124343.65,122051.03
41,48.0,4,15,0,0.3157,124311.66,122019.03
41,48.0,4,16,0,0.3157,124279.67,121987.04
41,48.0,4,17,0,0.3157,124247.67,121955.04
41,48.0,5,18,0,0.3157,124215.68,121923.05
41,48.0,4,19,0,0.3157,124183.68,121891.05
41,46.5,4,20,0,0.3157,123975.26,121891.05
41,46.5,4,21,0,0.3157,123943.27,121859.06
41,46.5,4,22,0,0.3157,123911.27,121827.06
41,46.5,4,23,0,0.3157,123879.28,121795.07
41,46.5,4,24,0,0.3157,123847.28,121763.07
41,46.5,5,25,0,0.3157,123815.29,121731.08
41,46.5,4,26,0,0.3157,123783.29,121699.09
41,46.5,4,27,0,0.3157,123751.3,121667.09
41,46.5,4,28,0,0.3157,123719.3,121635.1
41,46.5,4,29,0,0.3157,123687.31,121603.1
41,51.0,3,30,0,0.3939,123478.89,121603.1
42,33.5,5,0,0,0.2475,124968.01,124968.01
42,33.5,5,1,0,0.2475,124936.01,124936.01
42,33.5,6,2,0,0.2475,124904.02,124904.02
42,33.5,5,3,0,0.2475,124872.02,124872.02
42,33.5,5,4,0,0.2475,124840.03,124840.03
42,33.5,5,5,0,0.2475,124808.03,124808.03
42,33.5,5,6,0,0.2475,124776.04,124776.04
42,33.5,5,7,0,0.2475,124744.04,124744.04
42,33.5,5,8,0,0.2475,124712.05,124712.05
42,33.5,5,9,0,0.2475,124680.05,124680.05
42,36.5,5,10,0,0.2475,124471.63,122179.0
42,36.5,5,11,0,0.2475,124439.64,122147.01
42,36.5,6,12,0,0.2475,124407.64,122115.01
42,36.5,5,13,0,0.2475,124375.65,122083.02
42,36.5,5,14,0,0.2475,124343.65,122051.03
42,36.5,5,15,0,0.2475,124311.66,122019.03
42,36.5,5,16,0,0.2475,124279.67,121987.04
42,36.5,5,17,0,0.2475,124247.67,121955.04
42,36.5,5,18,0,0.2475,124215.68,121923.05
42,36.5,5,19,0,0.2475,124183.68,121891.05
42,35.0,5,20,0,0.2088,123975.26,121891.05
42,35.0,5,21,0,0.2088,123943.27,121859.06
42,35.0,5,22,0,0.2088,123911.27,121827.06
42,35.0,5,23,0,0.2088,123879.28,121795.07
42,35.0,5,24,0,0.2088,123847.28,121763.07
42,35.0,5,25,0,0.2088,123815.29,121731.08
42,35.0,6,26,0,0.2088,123783.29,121699.09
42,35.0,6,27,0,0.2088,123751.3,121667.09
42,35.0,6,28,0,0.2088,123719.3,121635.1
42,35.0,5,29,0,0.2088,123687.31,121603.1
42,31.0,5,30,0,0.2088,123478.89,119102.05
43,35.5,5,0,0,0.2399,124968.01,124968.01
43,35.5,4,1,0,0.2399,124936.01,124936.01
43,35.5,4,2,0,0.2399,124904.02,124904.02
43,35.5,4,3,0,0.2399,124872.02,124872.02
43,35.5,4,4,0,0.2399,124840.03,124840.03
43,35.5,4,5,0,0.2399,124808.03,124808.03
43,35.5,4,6,0,0.2399,124776.04,124776.04
43,35.5,4,7,0,0.2399,124744.04,124744.04
43,35.5,4,8,0,0.2399,124712.05,124712.05
43,35.5,4,9,0,0.2399,124680.05,124680.05
43,41.0,3,10,0,0.3505,124471.63,122179.0
43,41.0,3,11,0,0.3505,124439.64,122147.01
43,41.0,3,12,0,0.3505,124407.64,122115.01
43,41.0,3,13,0,0.3505,124375.65,122083.02
43,41.0,3,14,0,0.3505,124343.65,122051.03
43,41.0,3,15,0,0.3505,124311.66,122019.03
43,41.0,3,16,0,0.3505,124279.67,121987.04
43,41.0,3,17,0,0.3505,124247.67,121955.04
43,41.0,3,18,0,0.3505,124215.68,121923.05
43,41.0,3,19,0,0.3505,124183.68,121891.05
43,40.0,3,20,0,0.3505,123975.26,121891.05
43,40.0,3,21,0,0.3505,123943.27,121859.06
43,40.0,3,22,0,0.3505,123911.27,121827.06
43,40.0,3,23,0,0.3505,123879.28,121795.07
43,40.0,3,24,0,0.3505,123847.28,121763.07
43,40.0,3,25,0,0.3505,123815.29,121731.08
43,40.0,3,26,0,0.3505,123783.29,121699.09
43,40.0,4,27,0,0.3505,123751.3,121667.09
43,40.0,3,28,0,0.3505,123719.3,121635.1
43,40.0,4,29,0,0.3505,123687.31,121603.1
43,40.0,3,30,0,0.3505,123684.64,121603.1
44,37.0,4,0,0,0.2929,124968.01,124968.01
44,37.0,4,1,0,0.2929,124936.01,124936.01
44,37.0,4,2,0,0.2929,124904.02,124904.02
44,37.0,4,3,0,0.2929,124872.02,124872.02
44,37.0,4,4,0,0.2929,124840.03,124840.03
44,37.0,4,5,0,0.2929,124808.03,124808.03
44,37.0,4,6,0,0.2929,124776.04,124776.04
44,37.0,4,7,0,0.2929,124744.04,124744.04
44,37.0,4,8,0,0.2929,124712.05,124712.05
44,37.0,4,9,0,0.2929,124680.05,124680.05
44,39.5,4,10,0,0.3081,124471.63,122179.0
44,39.5,5,11,0,0.3081,124439.64,122147.01
44,39.5,4,12,0,0.3081,124407.64,122115.01
44,39.5,4,13,0,0.3081,124375.65,122083.02
44,39.5,4,14,0,0.3081,124343.65,122051.03
44,39.5,4,15,0,0.3081,124311.66,122019.03
44,39.5,4,16,0,0.3081,124279.67,121987.04
44,39.5,4,17,0,0.3081,124247.67,121955.04
44,39.5,4,18,0,0.3081,124215.68,121923.05
44,39.5,4,19,0,0.3081,124183.68,121891.05
44,45.0,3,20,0,0.3396,123975.26,121891.05
44,45.0,3,21,0,0.3396,123943.27,121859.06
44,45.0,3,22,0,0.3396,123911.27,121827.06
44,45.0,3,23,0,0.3396,123879.28,121795.07
44,45.0,4,24,0,0.3396,123847.28,121763.07
44,45.0,3,25,0,0.3396,123815.29,121731.08
44,45.0,3,26,0,0.3396,123783.29,121699.09
44,45.0,4,27,0,0.3396,123751.3,121667.09
44,45.0,3,28,0,0.3396,123719.3,121635.1
44,45.0,3,29,0,0.3396,123687.31,121603.1
44,44.5,4,30,0,0.3396,123617.43,121603.1
45,24.0,4,0,0,0.2399,124968.01,124968.01
45,24.0,4,1,0,0.2399,124936.01,124936.01
45,24.0,4,2,0,0.2399,124904.02,124904.02
45,24.0,4,3,0,0.2399,124872.02,124872.02
45,24.0,5,4,0,0.2399,124840.03,124840.03
45,24.0,4,5,0,0.2399,124808.03,124808.03
45,24.0,4,6,0,0.2399,124776.04,124776.04
45,24.0,4,7,0,0.2399,124744.04,124744.04
45,24.0,4,8,0,0.2399,124712.05,124712.05
45,24.0,4,9,0,0.2399,124680.05,124680.05
45,25.5,4,10,0,0.2399,124471.63,122179.0
45,25.5,4,11,0,0.2399,124439.64,122147.01
45,25.5,4,12,0,0.2399,124407.64,122115.01
45,25.5,4,13,0,0.2399,124375.65,122083.02
45,25.5,4,14,0,0.2399,124343.65,122051.03
45,25.5,4,15,0,0.2399,124311.66,122019.03
45,25.5,4,16,0,0.2399,124279.67,121987.04
45,25.5,4,17,0,0.2399,124247.67,121955.04
45,25.5,5,18,0,0.2399,124215.68,121923.05
45,25.5,4,19,0,0.2399,124183.68,121891.05
45,18.5,4,20,0,0.2475,123975.26,121891.05
45,18.5,4,21,0,0.2475,123943.27,121859.06
45,18.5,4,22,0,0.2475,123911.27,121827.06
45,18.5,4,23,0,0.2475,123879.28,121795.07
45,18.5,4,24,0,0.2475,123847.28,121763.07
45,18.5,4,25,0,0.2475,123815.29,121731.08
45,18.5,4,26,0,0.2475,123783.29,121699.09
45,18.5,4,27,0,0.2475,123751.3,121667.09
45,18.5,4,28,0,0.2475,123719.3,121635.1
45,18.5,4,29,0,0.2475,123687.31,121603.1
45,18.5,4,30,0,0.2475,123684.64,121603.1
46,31.0,4,0,0,0.2083,124968.01,124968.01
46,31.0,5,1,0,0.2083,124936.01,124936.01
46,31.0,4,2,0,0.2083,124904.02,124904.02
46,31.0,4,3,0,0.2083,124872.02,124872.02
46,31.0,4,4,0,0.2083,124840.03,124840.03
46,31.0,5,5,0,0.2083,124808.03,124808.03
46,31.0,4,6,0,0.2083,124776.04,124776.04
46,31.0,4,7,0,0.2083,124744.04,124744.04
46,31.0,4,8,0,0.2083,124712.05,124712.05
46,31.0,4,9,0,0.2083,124680.05,124680.05
46,31.5,4,10,0,0.2083,124610.17,123841.5
46,31.5,5,11,0,0.2083,124578.18,123809.51
46,31.5,4,12,0,0.2083,124546.19,123777.51
46,31.5,4,13,0,0.2083,124514.19,123745.52
46,31.5,4,14,0,0.2083,124482.2,123713.52
46,31.5,4,15,0,0.2083,124450.2,123681.53
46,31.5,4,16,0,0.2083,124418.21,123649.53
46,31.5,4,17,0,0.2083,124386.21,123617.54
46,31.5,4,18,0,0.2083,124354.22,123585.54
